    === Trading Simulation Log ===
    Date: 2025-02-21 03:31:08
    Symbol: SOXL
    Period: 5d
    Interval: 1m
    Tax: $10.00
    Initial Cash: $10000.00
    Final Value: $9460.58
    Profit/Loss: $-539.42 (-5.39%)
    Stop Loss Price: 0.12
    Total Trades: 92
    Trade History:
    Time                 No.   Action     Price        Shares    
    2025-02-21 03:31:08  1     BUY        $28.30        353       
    2025-02-21 03:31:08  2     SELL       $28.05        353       
    2025-02-21 03:31:08  3     BUY        $28.27        349       
    2025-02-21 03:31:08  4     SELL       $28.03        349       
    2025-02-21 03:31:08  5     BUY        $28.32        345       
    2025-02-21 03:31:08  6     SELL       $28.23        345       
    2025-02-21 03:31:08  7     BUY        $28.40        342       
    2025-02-21 03:31:08  8     SELL       $28.26        342       
    2025-02-21 03:31:08  9     BUY        $28.26        341       
    2025-02-21 03:31:08  10    SELL       $28.14        341       
    2025-02-21 03:31:08  11    BUY        $28.27        339       
    2025-02-21 03:31:08  12    SELL       $28.13        339       
    2025-02-21 03:31:08  13    BUY        $28.21        337       
    2025-02-21 03:31:08  14    SELL       $28.22        337       
    2025-02-21 03:31:08  15    BUY        $28.14        338       
    2025-02-21 03:31:08  16    SELL       $28.16        338       
    2025-02-21 03:31:08  17    BUY        $28.27        336       
    2025-02-21 03:31:08  18    SELL       $28.24        336       
    2025-02-21 03:31:08  19    BUY        $28.42        333       
    2025-02-21 03:31:08  20    SELL       $28.38        333       
    2025-02-21 03:31:08  21    BUY        $28.55        330       
    2025-02-21 03:31:08  22    SELL       $28.50        330       
    2025-02-21 03:31:08  23    BUY        $28.58        328       
    2025-02-21 03:31:08  24    SELL       $28.45        328       
    2025-02-21 03:31:08  25    BUY        $28.50        327       
    2025-02-21 03:31:08  26    SELL       $28.50        327       
    2025-02-21 03:31:08  27    BUY        $28.56        326       
    2025-02-21 03:31:08  28    SELL       $28.43        326       
    2025-02-21 03:31:08  29    BUY        $28.33        326       
    2025-02-21 03:31:08  30    SELL       $28.37        326       
    2025-02-21 03:31:08  31    BUY        $28.49        324       
    2025-02-21 03:31:08  32    SELL       $28.54        324       
    2025-02-21 03:31:08  33    BUY        $28.61        323       
    2025-02-21 03:31:08  34    SELL       $28.69        323       
    2025-02-21 03:31:08  35    BUY        $28.41        325       
    2025-02-21 03:31:08  36    SELL       $28.49        325       
    2025-02-21 03:31:08  37    BUY        $28.51        324       
    2025-02-21 03:31:08  38    SELL       $29.77        324       
    2025-02-21 03:31:08  39    BUY        $29.33        329       
    2025-02-21 03:31:08  40    SELL       $29.38        329       
    2025-02-21 03:31:08  41    BUY        $29.57        326       
    2025-02-21 03:31:08  42    SELL       $29.44        326       
    2025-02-21 03:31:08  43    BUY        $29.50        324       
    2025-02-21 03:31:08  44    SELL       $29.54        324       
    2025-02-21 03:31:08  45    BUY        $29.76        321       
    2025-02-21 03:31:08  46    SELL       $29.62        321       
    2025-02-21 03:31:08  47    BUY        $29.70        320       
    2025-02-21 03:31:08  48    SELL       $29.72        320       
    2025-02-21 03:31:08  49    BUY        $29.81        318       
    2025-02-21 03:31:08  50    SELL       $29.69        318       
    2025-02-21 03:31:08  51    BUY        $29.80        316       
    2025-02-21 03:31:08  52    SELL       $29.84        316       
    2025-02-21 03:31:08  53    BUY        $29.94        315       
    2025-02-21 03:31:08  54    SELL       $29.80        315       
    2025-02-21 03:31:08  55    BUY        $29.90        313       
    2025-02-21 03:31:08  56    SELL       $29.81        313       
    2025-02-21 03:31:08  57    BUY        $29.93        311       
    2025-02-21 03:31:08  58    SELL       $30.05        311       
    2025-02-21 03:31:08  59    BUY        $30.12        309       
    2025-02-21 03:31:08  60    SELL       $30.22        309       
    2025-02-21 03:31:08  61    BUY        $30.18        309       
    2025-02-21 03:31:08  62    SELL       $30.18        309       
    2025-02-21 03:31:08  63    BUY        $30.08        310       
    2025-02-21 03:31:08  64    SELL       $30.55        310       
    2025-02-21 03:31:08  65    BUY        $30.76        307       
    2025-02-21 03:31:08  66    SELL       $30.78        307       
    2025-02-21 03:31:08  67    BUY        $30.88        305       
    2025-02-21 03:31:08  68    SELL       $31.01        305       
    2025-02-21 03:31:08  69    BUY        $31.18        303       
    2025-02-21 03:31:08  70    SELL       $31.16        303       
    2025-02-21 03:31:08  71    BUY        $31.12        303       
    2025-02-21 03:31:08  72    SELL       $31.23        303       
    2025-02-21 03:31:08  73    BUY        $31.23        302       
    2025-02-21 03:31:08  74    SELL       $31.45        302       
    2025-02-21 03:31:08  75    BUY        $31.51        301       
    2025-02-21 03:31:08  76    SELL       $31.56        301       
    2025-02-21 03:31:08  77    BUY        $31.71        299       
    2025-02-21 03:31:08  78    SELL       $31.73        299       
    2025-02-21 03:31:08  79    BUY        $32.16        294       
    2025-02-21 03:31:08  80    SELL       $32.33        294       
    2025-02-21 03:31:08  81    BUY        $31.59        300       
    2025-02-21 03:31:08  82    SELL       $31.46        300       
    2025-02-21 03:31:08  83    BUY        $31.09        303       
    2025-02-21 03:31:08  84    SELL       $30.98        303       
    2025-02-21 03:31:08  85    BUY        $31.05        302       
    2025-02-21 03:31:08  86    SELL       $31.42        302       
    2025-02-21 03:31:08  87    BUY        $31.19        303       
    2025-02-21 03:31:08  88    SELL       $31.08        303       
    2025-02-21 03:31:08  89    BUY        $31.18        302       
    2025-02-21 03:31:08  90    SELL       $31.34        302       
    2025-02-21 03:31:08  91    BUY        $31.47        300       
    2025-02-21 03:31:08  92    SELL       $31.52        300       

    ==============================
