    === Trading Simulation Log ===
    Date: 2025-02-21 03:30:39
    Symbol: SOXL
    Period: 5d
    Interval: 1m
    Tax: $0.00
    Initial Cash: $10000.00
    Final Value: $9815.18
    Profit/Loss: $-184.82 (-1.85%)
    Stop Loss Price: 0.12
    Total Trades: 16
    Trade History:
    Time                 No.   Action     Price        Shares    
    2025-02-21 03:30:39  1     BUY        $28.30        353       
    2025-02-21 03:30:39  2     SELL       $28.05        353       
    2025-02-21 03:30:39  3     BUY        $29.49        336       
    2025-02-21 03:30:39  4     SELL       $29.77        336       
    2025-02-21 03:30:39  5     BUY        $30.55        327       
    2025-02-21 03:30:39  6     SELL       $30.18        327       
    2025-02-21 03:30:39  7     BUY        $30.59        323       
    2025-02-21 03:30:39  8     SELL       $30.50        323       
    2025-02-21 03:30:39  9     BUY        $30.76        320       
    2025-02-21 03:30:39  10    SELL       $30.78        320       
    2025-02-21 03:30:39  11    BUY        $31.23        315       
    2025-02-21 03:30:39  12    SELL       $31.01        315       
    2025-02-21 03:30:39  13    BUY        $32.15        304       
    2025-02-21 03:30:39  14    SELL       $32.33        304       
    2025-02-21 03:30:39  15    BUY        $31.53        312       
    2025-02-21 03:30:39  16    SELL       $31.42        312       

    ==============================
