    === Trading Simulation Log ===
    Date: 2025-02-21 03:25:47
    Symbol: SOXL
    Period: 8d
    Interval: 1m
    Tax: $0.00
    Initial Cash: $10000.00
    Final Value: $10157.06
    Profit/Loss: $157.06 (1.57%)
    Stop Loss Price: 0.12
    Total Trades: 148
    Trade History:
    Time                 No.   Action     Price        Shares    
    2025-02-21 03:25:46  1     BUY        $27.10        368       
    2025-02-21 03:25:46  2     SELL       $27.07        368       
    2025-02-21 03:25:46  3     BUY        $27.15        367       
    2025-02-21 03:25:46  4     SELL       $27.00        367       
    2025-02-21 03:25:46  5     BUY        $27.15        365       
    2025-02-21 03:25:46  6     SELL       $27.02        365       
    2025-02-21 03:25:46  7     BUY        $27.18        363       
    2025-02-21 03:25:46  8     SELL       $27.42        363       
    2025-02-21 03:25:46  9     BUY        $27.44        363       
    2025-02-21 03:25:46  10    SELL       $27.31        363       
    2025-02-21 03:25:46  11    BUY        $27.40        362       
    2025-02-21 03:25:46  12    SELL       $27.27        362       
    2025-02-21 03:25:46  13    BUY        $27.39        360       
    2025-02-21 03:25:46  14    SELL       $27.43        360       
    2025-02-21 03:25:46  15    BUY        $27.39        361       
    2025-02-21 03:25:46  16    SELL       $27.64        361       
    2025-02-21 03:25:46  17    BUY        $27.76        359       
    2025-02-21 03:25:46  18    SELL       $27.59        359       
    2025-02-21 03:25:46  19    BUY        $27.67        358       
    2025-02-21 03:25:46  20    SELL       $27.50        358       
    2025-02-21 03:25:46  21    BUY        $27.59        357       
    2025-02-21 03:25:46  22    SELL       $27.74        357       
    2025-02-21 03:25:46  23    BUY        $27.80        356       
    2025-02-21 03:25:46  24    SELL       $27.70        356       
    2025-02-21 03:25:46  25    BUY        $27.52        359       
    2025-02-21 03:25:46  26    SELL       $27.39        359       
    2025-02-21 03:25:46  27    BUY        $27.35        359       
    2025-02-21 03:25:46  28    SELL       $27.63        359       
    2025-02-21 03:25:46  29    BUY        $27.69        358       
    2025-02-21 03:25:46  30    SELL       $27.60        358       
    2025-02-21 03:25:46  31    BUY        $27.66        357       
    2025-02-21 03:25:46  32    SELL       $26.09        357       
    2025-02-21 03:25:46  33    BUY        $26.69        349       
    2025-02-21 03:25:46  34    SELL       $26.74        349       
    2025-02-21 03:25:46  35    BUY        $26.91        347       
    2025-02-21 03:25:46  36    SELL       $26.77        347       
    2025-02-21 03:25:46  37    BUY        $26.60        349       
    2025-02-21 03:25:46  38    SELL       $26.91        349       
    2025-02-21 03:25:46  39    BUY        $27.02        348       
    2025-02-21 03:25:46  40    SELL       $27.08        348       
    2025-02-21 03:25:46  41    BUY        $27.22        346       
    2025-02-21 03:25:46  42    SELL       $27.07        346       
    2025-02-21 03:25:46  43    BUY        $27.17        345       
    2025-02-21 03:25:46  44    SELL       $27.05        345       
    2025-02-21 03:25:46  45    BUY        $27.07        345       
    2025-02-21 03:25:46  46    SELL       $27.40        345       
    2025-02-21 03:25:46  47    BUY        $27.43        344       
    2025-02-21 03:25:46  48    SELL       $27.59        344       
    2025-02-21 03:25:46  49    BUY        $27.90        340       
    2025-02-21 03:25:46  50    SELL       $28.05        340       
    2025-02-21 03:25:46  51    BUY        $28.27        338       
    2025-02-21 03:25:46  52    SELL       $28.03        338       
    2025-02-21 03:25:46  53    BUY        $28.32        334       
    2025-02-21 03:25:46  54    SELL       $28.23        334       
    2025-02-21 03:25:46  55    BUY        $28.40        332       
    2025-02-21 03:25:46  56    SELL       $28.26        332       
    2025-02-21 03:25:46  57    BUY        $28.31        332       
    2025-02-21 03:25:46  58    SELL       $28.17        332       
    2025-02-21 03:25:46  59    BUY        $28.25        331       
    2025-02-21 03:25:46  60    SELL       $28.14        331       
    2025-02-21 03:25:46  61    BUY        $28.24        330       
    2025-02-21 03:25:46  62    SELL       $28.13        330       
    2025-02-21 03:25:46  63    BUY        $28.18        329       
    2025-02-21 03:25:46  64    SELL       $28.22        329       
    2025-02-21 03:25:46  65    BUY        $28.11        330       
    2025-02-21 03:25:46  66    SELL       $27.92        330       
    2025-02-21 03:25:46  67    BUY        $28.09        328       
    2025-02-21 03:25:46  68    SELL       $28.16        328       
    2025-02-21 03:25:46  69    BUY        $28.27        327       
    2025-02-21 03:25:46  70    SELL       $28.24        327       
    2025-02-21 03:25:46  71    BUY        $28.42        325       
    2025-02-21 03:25:46  72    SELL       $28.38        325       
    2025-02-21 03:25:46  73    BUY        $28.38        325       
    2025-02-21 03:25:46  74    SELL       $28.50        325       
    2025-02-21 03:25:46  75    BUY        $28.45        325       
    2025-02-21 03:25:46  76    SELL       $28.45        325       
    2025-02-21 03:25:46  77    BUY        $28.48        325       
    2025-02-21 03:25:46  78    SELL       $28.50        325       
    2025-02-21 03:25:46  79    BUY        $28.55        325       
    2025-02-21 03:25:46  80    SELL       $28.43        325       
    2025-02-21 03:25:46  81    BUY        $28.52        324       
    2025-02-21 03:25:46  82    SELL       $28.35        324       
    2025-02-21 03:25:46  83    BUY        $28.38        323       
    2025-02-21 03:25:46  84    SELL       $28.25        323       
    2025-02-21 03:25:46  85    BUY        $28.33        322       
    2025-02-21 03:25:46  86    SELL       $28.37        322       
    2025-02-21 03:25:46  87    BUY        $28.49        321       
    2025-02-21 03:25:46  88    SELL       $28.54        321       
    2025-02-21 03:25:46  89    BUY        $28.61        320       
    2025-02-21 03:25:46  90    SELL       $28.69        320       
    2025-02-21 03:25:46  91    BUY        $28.35        324       
    2025-02-21 03:25:46  92    SELL       $28.49        324       
    2025-02-21 03:25:46  93    BUY        $28.51        324       
    2025-02-21 03:25:46  94    SELL       $29.77        324       
    2025-02-21 03:25:46  95    BUY        $29.23        330       
    2025-02-21 03:25:46  96    SELL       $29.38        330       
