
    === Trading Simulation Log ===
    Date: 2025-02-20 00:04:09
    Symbol: APTO
    Period: 8d
    Interval: 1m
    Tax: $0.00
    Initial Cash: $10000.00
    Final Value: $5282.17
    Profit/Loss: $-4717.83 (-47.18%)
    Stop Loss Price: 0.00
    Total Trades: 93
    Trade History:
    No.   Action     Price        Shares    
1     BUY        $0.18         55803     
2     SELL       $0.18         55803     
3     BUY        $0.18         54592     
4     SELL       $0.18         54592     
5     BUY        $0.18         54224     
6     SELL       $0.18         54224     
7     BUY        $0.18         53139     
8     SELL       $0.18         53139     
9     BUY        $0.18         51240     
10    SELL       $0.18         51240     
11    BUY        $0.18         50876     
12    SELL       $0.18         50876     
13    BUY        $0.18         50506     
14    SELL       $0.18         50506     
15    BUY        $0.18         49747     
16    SELL       $0.18         49747     
17    BUY        $0.18         48810     
18    SELL       $0.18         48810     
19    BUY        $0.18         47419     
20    SELL       $0.18         47419     
21    BUY        $0.18         46696     
22    SELL       $0.18         46696     
23    BUY        $0.18         46314     
24    SELL       $0.18         46314     
25    BUY        $0.18         45604     
26    SELL       $0.18         45604     
27    BUY        $0.18         44176     
28    SELL       $0.18         44176     
29    BUY        $0.18         43120     
30    SELL       $0.18         43120     
31    BUY        $0.18         42688     
32    SELL       $0.18         42688     
33    BUY        $0.18         42426     
34    SELL       $0.18         42426     
35    BUY        $0.18         41092     
36    SELL       $0.18         41092     
37    BUY        $0.18         40434     
38    SELL       $0.18         40434     
39    BUY        $0.21         34289     
40    SELL       $0.21         34289     
41    BUY        $0.21         34043     
42    SELL       $0.21         34043     
43    BUY        $0.21         34368     
44    SELL       $0.23         34368     
45    BUY        $0.24         33296     
46    SELL       $0.23         33296     
47    BUY        $0.22         34339     
48    SELL       $0.22         34339     
49    BUY        $0.22         35099     
50    SELL       $0.22         35099     
51    BUY        $0.22         35001     
52    SELL       $0.24         35001     
53    BUY        $0.24         35618     
54    SELL       $0.25         35618     
55    BUY        $0.25         35618     
56    SELL       $0.25         35618     
57    BUY        $0.25         35589     
58    SELL       $0.24         35589     
59    BUY        $0.23         37249     
60    SELL       $0.23         37249     
61    BUY        $0.23         37168     
62    SELL       $0.23         37168     
63    BUY        $0.23         36782     
64    SELL       $0.22         36782     
65    BUY        $0.23         35948     
66    SELL       $0.23         35948     
67    BUY        $0.23         35510     
68    SELL       $0.23         35510     
69    BUY        $0.23         34939     
70    SELL       $0.22         34939     
71    BUY        $0.20         38058     
72    SELL       $0.20         38058     
73    BUY        $0.20         38810     
74    SELL       $0.18         38810     
75    BUY        $0.17         39943     
76    SELL       $0.17         39943     
77    BUY        $0.17         39554     
78    SELL       $0.17         39554     
79    BUY        $0.17         39033     
80    SELL       $0.17         39033     
81    BUY        $0.18         38388     
82    SELL       $0.17         38388     
83    BUY        $0.18         37458     
84    SELL       $0.17         37458     
85    BUY        $0.18         36613     
86    SELL       $0.17         36613     
87    BUY        $0.18         35428     
88    SELL       $0.18         35428     
89    BUY        $0.18         35191     
90    SELL       $0.18         35191     
91    BUY        $0.18         34716     
92    SELL       $0.15         34716     
93    BUY        $0.14         36204     

    ==============================
    
