    === Trading Simulation Log ===
    Date: 2025-02-21 02:11:29
    Symbol: BOIL
    Period: 5d
    Interval: 1m
    Tax: $10.00
    Initial Cash: $10000.00
    Final Value: $9425.52
    Profit/Loss: $-574.48 (-5.74%)
    Stop Loss Price: 0.30
    Total Trades: 146
    Trade History:
    Time                 No.   Action     Price        Shares    
    2025-02-21 02:11:29  1     BUY        $73.83        135       
    2025-02-21 02:11:29  2     SELL       $74.26        135       
    2025-02-21 02:11:29  3     BUY        $74.66        134       
    2025-02-21 02:11:29  4     SELL       $75.30        134       
    2025-02-21 02:11:29  5     BUY        $75.75        133       
    2025-02-21 02:11:29  6     SELL       $75.33        133       
    2025-02-21 02:11:29  7     BUY        $75.45        132       
    2025-02-21 02:11:29  8     SELL       $75.15        132       
    2025-02-21 02:11:29  9     BUY        $72.11        138       
    2025-02-21 02:11:29  10    SELL       $71.65        138       
    2025-02-21 02:11:29  11    BUY        $71.94        137       
    2025-02-21 02:11:29  12    SELL       $71.43        137       
    2025-02-21 02:11:29  13    BUY        $71.45        136       
    2025-02-21 02:11:29  14    SELL       $71.84        136       
    2025-02-21 02:11:29  15    BUY        $70.83        138       
    2025-02-21 02:11:29  16    SELL       $70.45        138       
    2025-02-21 02:11:29  17    BUY        $70.76        137       
    2025-02-21 02:11:29  18    SELL       $70.63        137       
    2025-02-21 02:11:29  19    BUY        $70.88        136       
    2025-02-21 02:11:29  20    SELL       $73.99        136       
    2025-02-21 02:11:29  21    BUY        $74.29        136       
    2025-02-21 02:11:29  22    SELL       $74.00        136       
    2025-02-21 02:11:29  23    BUY        $74.42        135       
    2025-02-21 02:11:29  24    SELL       $74.11        135       
    2025-02-21 02:11:29  25    BUY        $74.16        134       
    2025-02-21 02:11:29  26    SELL       $74.03        134       
    2025-02-21 02:11:29  27    BUY        $74.59        133       
    2025-02-21 02:11:29  28    SELL       $74.00        133       
    2025-02-21 02:11:29  29    BUY        $74.31        132       
    2025-02-21 02:11:29  30    SELL       $74.47        132       
    2025-02-21 02:11:29  31    BUY        $74.68        131       
    2025-02-21 02:11:29  32    SELL       $74.56        131       
    2025-02-21 02:11:29  33    BUY        $74.82        131       
    2025-02-21 02:11:29  34    SELL       $74.99        131       
    2025-02-21 02:11:29  35    BUY        $75.21        130       
    2025-02-21 02:11:29  36    SELL       $75.51        130       
    2025-02-21 02:11:29  37    BUY        $74.24        132       
    2025-02-21 02:11:29  38    SELL       $73.93        132       
    2025-02-21 02:11:29  39    BUY        $74.20        131       
    2025-02-21 02:11:29  40    SELL       $74.19        131       
    2025-02-21 02:11:29  41    BUY        $74.36        131       
    2025-02-21 02:11:29  42    SELL       $73.92        131       
    2025-02-21 02:11:29  43    BUY        $74.15        130       
    2025-02-21 02:11:29  44    SELL       $74.08        130       
    2025-02-21 02:11:29  45    BUY        $74.20        130       
    2025-02-21 02:11:29  46    SELL       $73.78        130       
    2025-02-21 02:11:29  47    BUY        $74.11        129       
    2025-02-21 02:11:29  48    SELL       $73.86        129       
    2025-02-21 02:11:29  49    BUY        $73.85        128       
